AccountId,ACV_Renewal_Expiry_Date__c,ACV_Renewal_Start_Date__c,Amount,CloseDate,Errors,EXTID__c,Id,Name,Probability,StageName,Type
001Aa00001GhHzrIAF,2026-01-02,2025-01-03,8700,2024-12-23,,006Sb00000Dyby6,006Aa00000NdacMIAR,OPP_1299,100,Closed/Won,New business
001Aa00001GhHzrIAF,,,8700,2025-12-23,,006Sb00000EgtzJ,006Aa00000NdacNIAR,OPP_1314,50,Proof of Concept,Renewal
001Aa00001GhHzsIAF,2025-12-30,2025-01-31,3900,2025-08-29,,006Sb00000DzHqs,006Aa00000NdacOIAR,OPP_1300,60,Proposal,New business
001Aa00001GhHzsIAF,,,4500,2025-08-29,,006Sb00000DzNUr,006Aa00000NdacPIAR,OPP_1301,20,Needs Analysis,New business
001Aa00001GhHztIAF,,,15000,2025-04-30,,006Sb00000EPbkX,006Aa00000NdacQIAR,OPP_1306,0,Closed/Lost,New business
001Aa00001GhHzuIAF,2026-01-30,2025-01-31,1500,2025-03-31,,006Sb00000Ez9UY,006Aa00000NdacRIAR,OPP_1323,0,Closed/Lost,New business
001Aa00001GhHzuIAF,2026-01-30,2025-01-31,600,2025-03-31,,006Sb00000EzPuI,006Aa00000NdacSIAR,OPP_1324,0,Closed/Lost,New business
001Aa00001GhHzuIAF,2026-01-30,2025-01-31,1200,2025-03-31,,006Sb00000EzZgj,006Aa00000NdacTIAR,OPP_1325,0,Closed/Lost,New business
001Aa00001GhHzvIAF,,,18200,2025-04-30,,006Sb00000F0wub,006Aa00000NdacUIAR,OPP_1326,0,Closed/Canceled,New business
001Aa00001GhHzwIAF,2026-06-30,2025-07-01,79050,2025-06-30,,006Sb00000FM7DV,006Aa00000NdacVIAR,OPP_1343,60,Proposal,New business
001Aa00001GhHzwIAF,2029-06-01,2028-06-01,15817,2025-06-30,,006Sb00000Gs0wK,006Aa00000NdacWIAR,OPP_1356,60,Proposal,Renewal
001Aa00001GhHzwIAF,2027-06-01,2026-06-01,15817,2025-06-30,,006Sb00000GsGTB,006Aa00000NdacXIAR,OPP_1357,60,Proposal,Renewal
001Aa00001GhHzwIAF,2028-06-01,2027-06-01,15817,2025-06-30,,006Sb00000GsGrO,006Aa00000NdacYIAR,OPP_1358,60,Proposal,Renewal
001Aa00001GhHzwIAF,2026-06-30,2025-07-01,18738.72,2025-06-30,,006Sb00000GsI6n,006Aa00000NdacZIAR,OPP_1359,60,Proposal,New business
001Aa00001GhHzxIAF,,,15000,2025-06-27,,006Sb00000FxOKG,006Aa00000NdacaIAB,OPP_1346,0,Closed/Canceled,New business
001Aa00001GhHzyIAF,,,179,2025-02-10,,006Sb00000FxS4T,006Aa00000NdacbIAB,OPP_1347,100,Closed/Won,New business
001Aa00001GhHusIAF,2021-12-31,2021-01-01,4235.75,2021-01-01,,0062p000015vbNk,006Aa00000NdaccIAB,OPP_57,100,Closed/Won,Renewal
001Aa00001GhHusIAF,2022-12-31,2022-01-01,4235.75,2022-01-01,,0062p00001DDBhl,006Aa00000NdacdIAB,OPP_234,0,Closed/Lost,Renewal
001Aa00001GhHzzIAF,,,8000,2025-12-19,,006Sb00000G1dZE,006Aa00000NdaceIAB,OPP_1348,30,Demonstration,New business
001Aa00001GhI00IAF,,,20000,2025-10-31,,006Sb00000G7SZS,006Aa00000NdacfIAB,OPP_1349,0,Closed/Canceled,New business
001Aa00001GhI01IAF,,,15000,2025-03-28,,006Sb00000GEdjR,006Aa00000NdacgIAB,OPP_1350,0,Closed/Lost,New business
001Aa00001GhI02IAF,2026-04-30,2025-05-01,8000,2025-04-06,,006Sb00000GhRBs,006Aa00000NdachIAB,OPP_1355,100,Closed/Won,New business
001Aa00001GhI02IAF,2025-04-30,2025-04-14,2400,2025-04-06,,006Sb00000GtLYu,006Aa00000NdaciIAB,OPP_1360,100,Closed/Won,New business
001Aa00001GhI03IAF,2026-03-31,2025-04-01,1500,2025-03-31,,006Sb00000GtbYn,006Aa00000NdacjIAB,OPP_1362,0,Closed/Lost,New business
001Aa00001GhI03IAF,2026-03-31,2025-04-01,800,2025-03-31,,006Sb00000GwD6w,006Aa00000NdackIAB,OPP_1366,0,Closed/Lost,New business
001Aa00001GhI04IAF,,,30000,2025-06-30,,006Sb00000HGjCJ,006Aa00000NdaclIAB,OPP_1373,0,Closed/Lost,New business
001Aa00001GhI05IAF,2026-06-29,2025-06-30,15000,2025-06-30,,006Sb00000I0gks,006Aa00000NdacmIAB,OPP_1380,20,Needs Analysis,New business
001Aa00001GhI06IAF,,,130000,2025-04-30,,006Sb00000IC4zy,006Aa00000NdacnIAB,OPP_1381,0,Closed/Lost,New business
001Aa00001GhI07IAF,,,25000,2025-06-30,,006Sb00000J8lOd,006Aa00000NdacoIAB,OPP_1392,20,Needs Analysis,New business
001Aa00001GhI08IAF,,,20000,2025-06-30,,006Sb00000J9Gyg,006Aa00000NdacpIAB,OPP_1393,20,Needs Analysis,New business
001Aa00001GhHutIAF,,2022-01-01,5184,2021-12-15,,0062p000014Ivt6,006Aa00000NdacqIAB,OPP_15,100,Closed/Won,New business
001Aa00001GhHutIAF,2022-12-31,2022-01-01,1036.8,2021-12-15,,0062p00001I0fbs,006Aa00000NdacrIAB,OPP_348,100,Closed/Won,New business
001Aa00001GhHutIAF,2022-02-28,2022-01-01,4750,2021-12-15,,0062p00001I0i91,006Aa00000NdacsIAB,OPP_351,100,Closed/Won,New business
001Aa00001GhHutIAF,,2022-01-01,4990,2022-06-13,,0062p00001JctVx,006Aa00000NdactIAB,OPP_371,100,Closed/Won,Up-sell
001Aa00001GhHutIAF,2023-12-31,2023-01-01,2219,2022-10-21,,006AX000003FEbV,006Aa00000NdacuIAB,OPP_505,100,Closed/Won,Renewal
001Aa00001GhHutIAF,2023-12-31,2023-01-01,6057.6,2022-12-13,,006AX000003YAi5,006Aa00000NdacvIAB,OPP_541,100,Closed/Won,Up-sell
001Aa00001GhHutIAF,2023-12-31,2023-01-01,673.92,2022-12-16,,006AX000003YAkR,006Aa00000NdacwIAB,OPP_542,0,Closed/Canceled,Up-sell
001Aa00001GhHutIAF,2023-12-31,2023-01-01,1211.52,2022-12-13,,006AX000003zsuj,006Aa00000NdacxIAB,OPP_648,100,Closed/Won,Up-sell
001Aa00001GhHutIAF,2024-12-31,2024-01-01,3449.38,2023-10-30,,006AX000005L4lh,006Aa00000NdacyIAB,OPP_863,100,Closed/Won,Renewal
001Aa00001GhHyOIAV,,,9600,2022-12-13,,006AX000003JLWR,006Aa00000NdaczIAB,OPP_511,100,Closed/Won,Up-sell
001Aa00001GhHyOIAV,2023-12-31,2023-01-01,6750,2023-01-01,,006AX000003a5Ks,006Aa00000Ndad0IAB,OPP_553,100,Closed/Won,Renewal
001Aa00001GhHyOIAV,,,1200,2023-01-11,,006AX000003luZj,006Aa00000Ndad1IAB,OPP_617,100,Closed/Won,New business
001Aa00001GhHyOIAV,2024-12-31,2024-01-01,14221.49,2023-11-17,,006AX0000053ohv,006Aa00000Ndad2IAB,OPP_792,100,Closed/Won,Renewal
001Aa00001GhHyOIAV,2025-12-31,2025-01-01,14221.49,2024-10-04,,006AX000005UZIJ,006Aa00000Ndad3IAB,OPP_881,100,Closed/Won,Renewal
001Aa00001GhHyOIAV,2026-12-31,2026-01-01,14221.49,2024-10-04,,006AX000005UZJC,006Aa00000Ndad4IAB,OPP_882,100,Closed/Won,Renewal
001Aa00001GhHyPIAV,,,0,2025-06-30,,006Sb00000CcEHZ,006Aa00000Ndad5IAB,OPP_1202,0,Prospection,New business
001Aa00001GhHyQIAV,2026-12-31,2026-01-01,40000,2025-12-31,,006Sb00000EfSTJ,006Aa00000Ndad6IAB,OPP_1312,0,Closed/Lost,New business
001Aa00001GhHyRIAV,2022-05-16,2021-05-17,14160,2021-05-06,,0062p000015vbN1,006Aa00000Ndad7IAB,OPP_55,100,Closed/Won,Renewal
001Aa00001GhHyRIAV,2023-05-16,2022-05-17,14160,2022-05-06,,0062p00001DDWU7,006Aa00000Ndad8IAB,OPP_273,0,Closed/Lost,Renewal
001Aa00001GhHySIAV,2024-03-08,2023-03-09,8100,2023-03-09,,006AX000003gkiM,006Aa00000Ndad9IAB,OPP_602,100,Closed/Won,New business
001Aa00001GhHySIAV,,,4040,2023-03-09,,006AX000003mTyQ,006Aa00000NdadAIAR,OPP_618,100,Closed/Won,New business
001Aa00001GhHySIAV,,,1580,2023-03-09,,006AX00000427Uw,006Aa00000NdadBIAR,OPP_666,100,Closed/Won,New business
001Aa00001GhHySIAV,2024-03-08,2023-03-09,3780,2023-03-09,,006AX00000427eW,006Aa00000NdadCIAR,OPP_667,100,Closed/Won,New business
001Aa00001GhHySIAV,,,1430,2023-03-09,,006AX00000427ev,006Aa00000NdadDIAR,OPP_668,100,Closed/Won,New business
001Aa00001GhHySIAV,2024-03-08,2023-03-09,3540,2023-03-09,,006AX00000427fy,006Aa00000NdadEIAR,OPP_669,100,Closed/Won,New business
001Aa00001GhHySIAV,,,3600,2023-04-25,,006AX000004F36I,006Aa00000NdadFIAR,OPP_694,100,Closed/Won,New business
001Aa00001GhHySIAV,,,12555,2023-07-21,,006AX000004YxNa,006Aa00000NdadGIAR,OPP_724,100,Closed/Won,New business
001Aa00001GhHySIAV,,,2990,2023-07-21,,006AX000004hYrN,006Aa00000NdadHIAR,OPP_757,100,Closed/Won,New business
001Aa00001GhHySIAV,2025-03-08,2024-03-09,9537.23,2024-01-24,,006AX000005Ix9C,006Aa00000NdadIIAR,OPP_829,100,Closed/Won,Renewal
001Aa00001GhHySIAV,2025-03-08,2024-03-09,3561.37,2024-01-24,,006AX000005IyGS,006Aa00000NdadJIAR,OPP_833,100,Closed/Won,Renewal
001Aa00001GhHySIAV,2025-03-08,2024-03-09,3874.61,2024-01-24,,006AX000005IzFd,006Aa00000NdadKIAR,OPP_843,100,Closed/Won,Renewal
001Aa00001GhHySIAV,2025-08-31,,6000,2024-09-02,,006AX000006CGPk,006Aa00000NdadLIAR,OPP_1002,100,Closed/Won,Up-sell
001Aa00001GhHySIAV,2026-03-08,2025-03-09,3874.61,2025-01-10,,006Sb00000AS19v,006Aa00000NdadMIAR,OPP_1107,100,Closed/Won,Renewal
001Aa00001GhHySIAV,2026-03-08,2025-03-09,3675.86,2025-01-10,,006Sb00000ASHsz,006Aa00000NdadNIAR,OPP_1118,100,Closed/Won,Renewal
001Aa00001GhHySIAV,2026-03-08,2025-03-09,9838.56,2025-01-10,,006Sb00000ASIaX,006Aa00000NdadOIAR,OPP_1119,100,Closed/Won,Renewal
001Aa00001GhHySIAV,,,6000,2025-08-29,,006Sb00000D2qJB,006Aa00000NdadPIAR,OPP_1254,50,Proof of Concept,Up-sell
001Aa00001GhHySIAV,,,4000,2025-06-30,,006Sb00000DhMPC,006Aa00000NdadQIAR,OPP_1294,30,Demonstration,Up-sell
001Aa00001GhHyTIAV,2024-05-31,2024-04-26,2400,2024-04-26,,006AX0000054N5E,006Aa00000NdadRIAR,OPP_794,100,Closed/Won,New business
001Aa00001GhHyTIAV,,,1800,2024-09-30,,006Sb000007nzmJ,006Aa00000NdadSIAR,OPP_1062,0,Closed/Canceled,New business
001Aa00001GhHyUIAV,,2021-09-27,39416,2021-09-27,,0062p00001BSxXT,006Aa00000NdadTIAR,OPP_185,100,Closed/Won,New business
001Aa00001GhHyUIAV,2022-09-01,2022-12-27,6854,2021-09-27,,0062p00001BSxXU,006Aa00000NdadUIAR,OPP_186,100,Closed/Won,Renewal
001Aa00001GhHyUIAV,2023-12-31,2023-01-01,5000,2021-09-27,,0062p00001BSxXi,006Aa00000NdadVIAR,OPP_187,100,Closed/Won,Renewal
001Aa00001GhHyUIAV,,2022-12-27,5867,2021-09-27,,0062p00001BSxXs,006Aa00000NdadWIAR,OPP_188,100,Closed/Won,New business
001Aa00001GhHyUIAV,2023-12-31,2023-01-01,3707,2021-09-27,,0062p00001BSxY7,006Aa00000NdadXIAR,OPP_189,100,Closed/Won,Renewal
001Aa00001GhHyUIAV,2021-12-31,2021-09-27,2570,2021-09-27,,0062p00001DAusb,006Aa00000NdadYIAR,OPP_205,100,Closed/Won,New business
001Aa00001GhHyUIAV,2022-12-31,2022-09-01,89280,2022-07-29,,0062p00001JcVaU,006Aa00000NdadZIAR,OPP_366,100,Closed/Won,Up-sell
001Aa00001GhHyUIAV,,,2442,2022-03-17,,0062p00001Je5PU,006Aa00000NdadaIAB,OPP_392,100,Closed/Won,Up-sell
001Aa00001GhHyUIAV,2022-12-15,2022-09-01,31363,2022-07-29,,006AX000002pG4s,006Aa00000NdadbIAB,OPP_461,100,Closed/Won,Up-sell
001Aa00001GhHyUIAV,2023-08-21,2022-08-22,32144,2022-07-29,,006AX000002pG6A,006Aa00000NdadcIAB,OPP_462,100,Closed/Won,Renewal
001Aa00001GhHyUIAV,2024-08-21,2023-08-22,33483,2022-07-29,,006AX000002pG6t,006Aa00000NdaddIAB,OPP_463,100,Closed/Won,Renewal
001Aa00001GhHyUIAV,2025-08-21,2024-08-22,33483,2022-07-29,,006AX000002pG7D,006Aa00000NdadeIAB,OPP_464,100,Closed/Won,Renewal
001Aa00001GhHyUIAV,2022-12-31,2022-09-01,20736,2022-07-29,,006AX000002pG8p,006Aa00000NdadfIAB,OPP_465,100,Closed/Won,Up-sell
001Aa00001GhHyUIAV,,,3500,2022-11-21,,006AX000003PbT2,006Aa00000NdadgIAB,OPP_519,100,Closed/Won,Up-sell
001Aa00001GhHyUIAV,,,4000,2022-12-15,,006AX000003ZCu6,006Aa00000NdadhIAB,OPP_547,100,Closed/Won,Up-sell
001Aa00001GhHyUIAV,2024-12-31,2024-01-01,5850,2023-02-10,,006AX000003u2kK,006Aa00000NdadiIAB,OPP_629,100,Closed/Won,Up-sell
001Aa00001GhHyUIAV,2023-12-31,2023-01-17,5850,2023-02-10,,006AX000003u2rM,006Aa00000NdadjIAB,OPP_630,100,Closed/Won,Up-sell
001Aa00001GhHyUIAV,2025-12-31,2025-01-01,5850,2023-02-10,,006AX000003u35c,006Aa00000NdadkIAB,OPP_631,100,Closed/Won,Up-sell
001Aa00001GhHyUIAV,2024-12-31,2024-01-01,5000,2021-09-27,,006AX000003zygV,006Aa00000NdadlIAB,OPP_656,100,Closed/Won,Renewal
001Aa00001GhHyUIAV,2024-12-31,2024-01-01,2760,2021-09-27,,006AX000003zynp,006Aa00000NdadmIAB,OPP_657,100,Closed/Won,Renewal
001Aa00001GhHyUIAV,,,5000,2025-05-28,,006Sb00000BLeTx,006Aa00000NdadnIAB,OPP_1142,60,Proposal,New business
001Aa00001GhHyUIAV,,,6000,2025-05-28,,006Sb00000BLec1,006Aa00000NdadoIAB,OPP_1143,60,Proposal,New business
001Aa00001GhHyUIAV,2025-12-31,2025-01-01,2760,2024-12-31,,006Sb00000D2fik,006Aa00000NdadpIAB,OPP_1239,0,Closed/Canceled,Renewal
001Aa00001GhHyUIAV,2025-12-31,2025-01-01,5000,2021-09-27,,006Sb00000D2iDa,006Aa00000NdadqIAB,OPP_1241,100,Closed/Won,Renewal
001Aa00001GhHyVIAV,,,10000,2022-07-30,,006AX0000029uHy,006Aa00000NdadrIAB,OPP_419,0,Closed/Lost,New business
001Aa00001GhHyWIAV,2024-12-31,2024-07-01,45350,2025-02-28,,006Sb000006uQsP,006Aa00000NdadsIAB,OPP_1042,0,Closed/Canceled,New business
001Aa00001GhHyWIAV,2024-12-31,2024-07-01,2250,2025-02-28,,006Sb000006xZ9Z,006Aa00000NdadtIAB,OPP_1043,0,Closed/Canceled,New business
001Aa00001GhHyWIAV,2025-12-31,2025-01-01,30000,2025-02-28,,006Sb000007FJ9e,006Aa00000NdaduIAB,OPP_1050,0,Closed/Canceled,New business
001Aa00001GhHyWIAV,2026-12-31,2026-01-01,30000,2025-02-28,,006Sb000007FeUB,006Aa00000NdadvIAB,OPP_1051,0,Closed/Canceled,New business
001Aa00001GhHyWIAV,2024-12-31,2024-07-01,2400,2025-02-28,,006Sb000007FkjJ,006Aa00000NdadwIAB,OPP_1052,0,Closed/Canceled,New business
001Aa00001GhHujIAF,,,30000,2021-06-30,,0062p000014K8Oi,006Aa00000NdadxIAB,OPP_18,0,Closed/Canceled,New business
001Aa00001GhHyXIAV,2022-06-13,2021-06-14,4420,2021-06-14,,0062p00001GQqDv,006Aa00000NdadyIAB,OPP_309,100,Closed/Won,Renewal
001Aa00001GhHyXIAV,2023-06-13,2022-06-14,6000,2022-06-14,,006AX000002YHeI,006Aa00000NdadzIAB,OPP_450,0,Closed/Lost,Renewal
001Aa00001GhHyYIAV,,,2200,2023-12-06,,0062p000014Lsmp,006Aa00000Ndae0IAB,OPP_20,100,Closed/Won,Up-sell
001Aa00001GhHyYIAV,2022-05-06,2021-05-05,3351,2021-04-02,,0062p000015vbIz,006Aa00000Ndae1IAB,OPP_46,100,Closed/Won,Renewal
001Aa00001GhHyYIAV,,,1775,2021-09-20,,0062p00001BSaZA,006Aa00000Ndae2IAB,OPP_175,100,Closed/Won,Up-sell
001Aa00001GhHyYIAV,2023-05-06,2022-05-05,3463.03,2022-05-03,,0062p00001DDBlh,006Aa00000Ndae3IAB,OPP_239,100,Closed/Won,Renewal
001Aa00001GhHyYIAV,,,880,2022-09-27,,0065700000u0GxH,006Aa00000Ndae4IAB,OPP_394,100,Closed/Won,Up-sell
001Aa00001GhHyYIAV,2024-05-06,2023-05-05,3456.44,2023-05-04,,006AX000003bJHH,006Aa00000Ndae5IAB,OPP_563,100,Closed/Won,Renewal
001Aa00001GhHyYIAV,,,600,2023-04-06,,006AX000004AuVx,006Aa00000Ndae6IAB,OPP_687,100,Closed/Won,Up-sell
001Aa00001GhHyYIAV,,,4400,2023-12-06,,006AX000004zR2w,006Aa00000Ndae7IAB,OPP_780,100,Closed/Won,Up-sell
001Aa00001GhHyYIAV,2025-05-04,2024-05-05,3661.03,2024-03-08,,006AX000005J0D2,006Aa00000Ndae8IAB,OPP_862,100,Closed/Won,Renewal
001Aa00001GhHyYIAV,2025-05-04,2024-04-05,1560,2024-03-19,,006AX000006BgWG,006Aa00000Ndae9IAB,OPP_997,100,Closed/Won,Up-sell
001Aa00001GhHyYIAV,2026-05-04,2025-05-05,5092.4,2025-02-21,,006Sb00000ASHJV,006Aa00000NdaeAIAR,OPP_1117,100,Closed/Won,Renewal
001Aa00001GhHyYIAV,2025-04-30,2025-03-31,2400,2025-04-30,,006Sb00000GvBqN,006Aa00000NdaeBIAR,OPP_1363,0,Closed/Canceled,New business
001Aa00001GhHyYIAV,2025-04-30,2025-03-31,500,2025-04-30,,006Sb00000GvGP0,006Aa00000NdaeCIAR,OPP_1364,0,Closed/Canceled,Up-sell
001Aa00001GhHyYIAV,2025-04-30,2025-03-31,2340,2025-04-30,,006Sb00000GvHMK,006Aa00000NdaeDIAR,OPP_1365,0,Closed/Canceled,Up-sell
001Aa00001GhHyZIAV,,,46000,2025-06-27,,006Sb00000599sP,006Aa00000NdaeEIAR,OPP_1016,0,Closed/Canceled,New business
001Aa00001GhHyaIAF,,,50000,2021-11-29,,0062p0000105LkU,006Aa00000NdaeFIAR,OPP_4,0,Closed/Canceled,New business
001Aa00001GhHyaIAF,2022-10-31,2021-11-01,12000,2021-11-01,,0062p000010dw4M,006Aa00000NdaeGIAR,OPP_9,100,Closed/Won,Renewal
001Aa00001GhHyaIAF,,,360000,2022-09-05,,0062p00001JbT4h,006Aa00000NdaeHIAR,OPP_362,0,Closed/Canceled,Up-sell
001Aa00001GhHyaIAF,2023-12-06,2022-12-07,29085,2022-08-18,,006AX000002TgN3,006Aa00000NdaeIIAR,OPP_447,0,Closed/Canceled,Renewal
001Aa00001GhHyaIAF,2023-10-31,2022-11-01,17017,2022-11-10,,006AX000003IZes,006Aa00000NdaeJIAR,OPP_508,100,Closed/Won,Renewal
001Aa00001GhHyaIAF,2024-12-06,2023-12-07,17697.77,2023-09-19,,006AX000004zGk1,006Aa00000NdaeKIAR,OPP_779,100,Closed/Won,Renewal
001Aa00001GhHyaIAF,2025-12-06,2024-12-07,18034.03,2024-08-26,,006Sb00000AJhcz,006Aa00000NdaeLIAR,OPP_1093,100,Closed/Won,Renewal
001Aa00001GhHybIAF,2021-12-31,2021-01-01,4042,2021-01-06,,0062p00001GT53N,006Aa00000NdaeMIAR,OPP_320,0,Closed/Lost,Renewal
001Aa00001GhHycIAF,,,30000,2021-03-31,,0062p000014Keal,006Aa00000NdaeNIAR,OPP_19,0,Closed/Canceled,New business
001Aa00001GhHydIAF,,,1000,2022-09-30,,0062p00001JbnQZ,006Aa00000NdaeOIAR,OPP_364,0,Closed/Canceled,New business
001Aa00001GhHyeIAF,2021-12-31,2021-01-01,7324.07,2021-01-06,,0062p000014MQry,006Aa00000NdaePIAR,OPP_21,100,Closed/Won,Renewal
001Aa00001GhHyeIAF,,,1150,2021-03-04,,0062p000016vh6Y,006Aa00000NdaeQIAR,OPP_87,100,Closed/Won,Up-sell
001Aa00001GhHyeIAF,,,7000,2021-03-29,,0062p000018dgTG,006Aa00000NdaeRIAR,OPP_111,0,Closed/Canceled,Up-sell
001Aa00001GhHyeIAF,,,6000,2022-03-31,,0062p000019z78e,006Aa00000NdaeSIAR,OPP_126,0,Closed/Canceled,Up-sell
001Aa00001GhHyeIAF,,,30000,2022-11-30,,0062p00001AwRPX,006Aa00000NdaeTIAR,OPP_133,0,Closed/Canceled,Cross-sell
001Aa00001GhHyeIAF,2022-05-04,2021-05-05,7200,2021-06-02,,0062p00001AzNbf,006Aa00000NdaeUIAR,OPP_163,100,Closed/Won,Renewal
001Aa00001GhHyeIAF,,,2950,2021-09-20,,0062p00001BSBHb,006Aa00000NdaeVIAR,OPP_173,100,Closed/Won,Cross-sell
001Aa00001GhHyeIAF,2023-05-04,2022-05-05,7200,2022-05-09,,0062p00001DDWUM,006Aa00000NdaeWIAR,OPP_277,100,Closed/Won,Renewal
001Aa00001GhHyeIAF,2022-12-31,2022-01-01,7324.07,2022-01-01,,0062p00001DDWUb,006Aa00000NdaeXIAR,OPP_278,100,Closed/Won,Renewal
001Aa00001GhHyeIAF,,,7600,2021-12-02,,0062p00001Hz0jF,006Aa00000NdaeYIAR,OPP_336,100,Closed/Won,Up-sell
001Aa00001GhHyeIAF,,,3840,2022-04-20,,0062p00001I2KTN,006Aa00000NdaeZIAR,OPP_357,0,Closed/Canceled,Cross-sell
001Aa00001GhHwqIAF,2023-08-31,2022-09-01,2400,2022-08-31,,006AX000002pGPP,006Aa00000NdaeaIAB,OPP_471,100,Closed/Won,New business
001Aa00001GhHwqIAF,2024-08-31,2023-09-01,7700,2022-08-31,,006AX000002pGRR,006Aa00000NdaebIAB,OPP_472,100,Closed/Won,Renewal
001Aa00001GhHwqIAF,2024-08-31,2023-09-01,3798,2022-08-31,,006AX000002pGSs,006Aa00000NdaecIAB,OPP_473,100,Closed/Won,New business
001Aa00001GhHwqIAF,2024-08-31,2023-09-01,14400,2022-08-31,,006AX000002pGVN,006Aa00000NdaedIAB,OPP_474,100,Closed/Won,Renewal
001Aa00001GhHwqIAF,2025-08-31,2024-09-01,5382,2022-08-31,,006Sb00000ACMzw,006Aa00000NdaeeIAB,OPP_1089,0,Closed/Canceled,Renewal
001Aa00001GhHwrIAF,2023-09-30,2022-10-01,5760,2022-09-28,,006AX000002TuXl,006Aa00000NdaefIAB,OPP_449,100,Closed/Won,New business
001Aa00001GhHwrIAF,,,7341,2022-09-28,,006AX000002ualn,006Aa00000NdaegIAB,OPP_483,100,Closed/Won,New business
001Aa00001GhHwrIAF,2024-09-28,2023-09-27,6142.93,2023-09-05,,006AX000003bKtR,006Aa00000NdaehIAB,OPP_577,100,Closed/Won,Renewal
001Aa00001GhHwrIAF,2025-09-27,2024-09-28,6551.3,2024-07-29,,006AX000005IyUY,006Aa00000NdaeiIAB,OPP_834,100,Closed/Won,Renewal
001Aa00001GhHwrIAF,2026-09-27,2025-09-28,6551.3,2025-02-17,,006Sb00000ASEAc,006Aa00000NdaejIAB,OPP_1111,0,Closed/Canceled,Renewal
001Aa00001GhHwsIAF,,,10000,2022-12-31,,006AX0000037FWQ,006Aa00000NdaekIAB,OPP_495,0,Closed/Lost,New business
001Aa00001GhHwtIAF,,,8000,2024-07-31,,006AX000003Np5a,006Aa00000NdaelIAB,OPP_515,0,Closed/Canceled,New business
001Aa00001GhHwuIAF,,,0,2022-12-31,,006AX000003PGlt,006Aa00000NdaemIAB,OPP_518,0,Closed/Canceled,New business
001Aa00001GhHwvIAF,,,99,2023-01-26,,006AX000003oPbU,006Aa00000NdaenIAB,OPP_620,100,Closed/Won,New business
001Aa00001GhHwwIAF,2023-02-28,,99,2023-01-29,,006AX000003oPpu,006Aa00000NdaeoIAB,OPP_621,100,Closed/Won,New business
001Aa00001GhHwxIAF,,,30000,2023-06-27,,006AX000003pjNU,006Aa00000NdaepIAB,OPP_622,0,Closed/Lost,New business
001Aa00001GhHwxIAF,2024-03-05,2023-03-06,3060,2023-03-17,,006AX0000042xs6,006Aa00000NdaeqIAB,OPP_674,100,Closed/Won,New business
001Aa00001GhHwyIAF,,2023-03-15,3130,2023-02-23,,006AX000003qkjU,006Aa00000NdaerIAB,OPP_623,100,Closed/Won,New business
001Aa00001GhHwzIAF,,,30000,2023-04-03,,006AX000003WuqI,006Aa00000NdaesIAB,OPP_539,0,Closed/Lost,New business
001Aa00001GhHwzIAF,,,9985,2024-04-09,,006AX0000068In3,006Aa00000NdaetIAB,OPP_963,100,Closed/Won,New business
001Aa00001GhHwzIAF,2024-12-31,2024-06-01,10000,2024-04-09,,006Sb000004hDCb,006Aa00000NdaeuIAB,OPP_1006,100,Closed/Won,New business
001Aa00001GhHwzIAF,2025-06-27,2025-03-05,7170,2025-03-28,,006Sb00000DOYIo,006Aa00000NdaevIAB,OPP_1281,0,Closed/Canceled,Renewal
001Aa00001GhHuXIAV,,,25000,2025-06-27,,006Sb00000CPgjW,006Aa00000NdaewIAB,OPP_1173,30,Demonstration,New business
001Aa00001GhHx0IAF,,,85000,2023-03-31,,006AX000003u3mB,006Aa00000NdaexIAB,OPP_632,0,Closed/Lost,New business
001Aa00001GhHx1IAF,,,0,2023-03-31,,006AX000003uOYz,006Aa00000NdaeyIAB,OPP_635,0,Closed/Canceled,New business
001Aa00001GhHx2IAF,,,30000,2023-06-15,,006AX000003vy6C,006Aa00000NdaezIAB,OPP_640,0,Closed/Lost,New business
001Aa00001GhHx3IAF,,,,2023-03-31,,006AX000003xMZG,006Aa00000Ndaf0IAB,OPP_644,10,Prospection,
001Aa00001GhHx4IAF,2022-12-12,,89,2022-11-13,,006AX000003zoRz,006Aa00000Ndaf1IAB,OPP_645,100,Closed/Won,New business
001Aa00001GhHx5IAF,,,99,2023-02-22,,006AX000003zv72,006Aa00000Ndaf2IAB,OPP_650,100,Closed/Won,New business
001Aa00001GhHx6IAF,,,89,2023-03-01,,006AX000003zsd0,006Aa00000Ndaf3IAB,OPP_646,100,Closed/Won,New business
001Aa00001GhHx7IAF,,,149,2023-02-19,,006AX000003zvUV,006Aa00000Ndaf4IAB,OPP_651,100,Closed/Won,New business
001Aa00001GhHx8IAF,,2023-01-03,429.2,2023-03-03,,006AX000003zsrn,006Aa00000Ndaf5IAB,OPP_647,100,Closed/Won,New business
001Aa00001GhHx9IAF,2022-04-24,,71.2,2022-03-25,,006AX000003zywQ,006Aa00000Ndaf6IAB,OPP_659,100,Closed/Won,New business
001Aa00001GhHuYIAV,2022-12-31,2022-01-01,65000,2021-10-29,,0062p00001BRh4c,006Aa00000Ndaf7IAB,OPP_172,100,Closed/Won,Renewal
001Aa00001GhHuYIAV,2023-12-31,2023-01-01,67507.14,2022-12-31,,006AX000002jj1l,006Aa00000Ndaf8IAB,OPP_458,100,Closed/Won,Renewal
